phase_end,"camera_phase"
camera,"approach",1,fourth,594.016986,251.423447,540,0,639,479,26.631026,0,43212
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
camera,"camera_phase",0,none,0.000000,0.000000,1,1,0,0,0.000000,0,0
